hg19.kgXref.geneSymbol	hg19.knownGene.chrom	hg19.knownGene.chrom.num	hg19.knownGene.strand	hg19.knownGene.dir	hg19.knownGene.txStart	hg19.knownGene.txEnd	hg19.knownGene.cdsStart	hg19.knownGene.cdsEnd	hg19.knownGene.exonCount	hg19.knownGene.exonStarts	hg19.knownGene.exonEnds	hg19.knownGene.proteinID	hg19.knownGene.alignID
NFIC	chr19	19	+	1	3366564	3469215	3366634	3462767	9	"3366564,3381709,3425103,3433515,3434274,3435080,3449011,3452479,3462749,"	"3366664,3382241,3425175,3433590,3434398,3435205,3449137,3452664,3469215,"	P08651-5	uc002lxp.3
NFIC	chr19	19	+	1	3359560	3469215	3359680	3462767	11	"3359560,3381709,3425103,3433515,3434274,3435080,3449011,3452479,3453760,3456547,3462749,"	"3359683,3382241,3425175,3433590,3434398,3435205,3449137,3452664,3453914,3456633,3469215,"	P08651-2	uc002lxo.3
NFIL3	chr9	9	-	0	94171627	94173016	94171627	94173016	1	"94171627,"	"94173016,"	Q16649	uc022bjt.1
NFIL3	chr9	9	-	0	94171326	94186144	94171627	94173016	2	"94171326,94185921,"	"94173188,94186144,"	Q16649	uc004arh.3
NFIX	chr19	19	+	1	13135393	13209610	13135458	13201184	9	"13135393,13135834,13183860,13184235,13184719,13186348,13192493,13201112,13205448,"	"13135494,13136366,13183923,13184310,13184840,13186485,13192669,13201204,13209610,"	C9JWJ8	uc002mwf.3
NFIX	chr19	19	+	1	13135776	13201204	13135810	13201184	8	"13135776,13183860,13184235,13184719,13186348,13189426,13192493,13201112,"	"13136366,13183923,13184310,13184840,13186485,13189549,13192669,13201204,"	Q14938-5	uc002mwg.2
NFIX	chr19	19	+	1	13135394	13209610	13135447	13205463	11	"13135394,13135834,13183860,13184235,13184719,13186348,13189426,13192493,13198802,13201112,13205448,"	"13135498,13136366,13183923,13184310,13184840,13186485,13189549,13192669,13198950,13201204,13209610,"	B4DHW2	uc010xmx.2
NFIX	chr19	19	+	1	13134784	13209610	13134845	13201184	10	"13134784,13135834,13183860,13184235,13184719,13186348,13189426,13192493,13201112,13205448,"	"13134848,13136366,13183923,13184310,13184840,13186485,13189549,13192669,13201204,13209610,"	NP_001257973	uc002mwe.4
NFIX	chr19	19	+	1	13106583	13209610	13106651	13201184	10	"13106583,13135834,13183860,13184235,13184719,13186348,13189426,13192493,13201112,13205448,"	"13106678,13136366,13183923,13184310,13184840,13186485,13189549,13192669,13201204,13209610,"	Q14938-3	uc002mwd.3
NFKB1	chr4	4	+	1	103498870	103538459	103500009	103537751	17	"103498870,103501691,103504022,103505838,103514581,103516048,103517294,103518676,103522051,103527652,103528306,103528805,103531731,103533200,103533590,103534581,103537590,"	"103500196,103501796,103504114,103505977,103514725,103516138,103517489,103518818,103522166,103527854,103528476,103528908,103531856,103533267,103533763,103534738,103538459,"	P19838-3	uc011cer.2
NFKB1	chr4	4	+	1	103422485	103538459	103446675	103537751	24	"103422485,103446668,103450992,103455004,103459014,103488143,103498032,103500037,103501691,103504022,103505838,103514581,103516048,103517294,103518676,103522051,103527652,103528306,103528805,103531731,103533200,103533590,103534581,103537590,"	"103422945,103446714,103451071,103455042,103459113,103488292,103498196,103500196,103501796,103504114,103505977,103514725,103516138,103517489,103518818,103522166,103527854,103528476,103528908,103531856,103533267,103533763,103534738,103538459,"	P19838	uc011ceq.2
NFKB1	chr4	4	+	1	103422485	103538459	103446675	103537751	24	"103422485,103446668,103450992,103455001,103459014,103488143,103498032,103500037,103501691,103504022,103505838,103514581,103516048,103517294,103518676,103522051,103527652,103528306,103528805,103531731,103533200,103533590,103534581,103537590,"	"103422945,103446714,103451071,103455042,103459113,103488292,103498196,103500196,103501796,103504114,103505977,103514725,103516138,103517489,103518818,103522166,103527854,103528476,103528908,103531856,103533267,103533763,103534738,103538459,"	P19838-2	uc011cep.2
NFKB2	chr10	10	+	1	104154336	104162286	104155716	104162133	23	"104154336,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162008,"	"104154531,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,"	Q00653	uc001kvb.4
NFKB2	chr10	10	+	1	104155431	104162286	104155716	104162133	22	"104155431,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,"	"104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,"	Q00653-4	uc009xxc.4
NFKB2	chr10	10	+	1	104155426	104162286	104155716	104162133	23	"104155426,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,"	"104155553,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,"	Q00653-4	uc001kvd.4
NFKB2	chr10	10	+	1	104153866	104162286	104155716	104162133	23	"104153866,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,104159044,104159333,104159836,104160034,104160411,104160703,104160936,104161205,104161501,104161804,104162011,"	"104154357,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158621,104159254,104159475,104159951,104160248,104160581,104160806,104161088,104161275,104161674,104161916,104162286,"	Q00653-4	uc001kva.4
NFKB2	chr10	10	+	1	104155426	104158699	104155716	104158698	12	"104155426,104155644,104156009,104156205,104156481,104156660,104157058,104157283,104157737,104157968,104158141,104158495,"	"104155553,104155737,104156091,104156246,104156580,104156812,104157165,104157442,104157842,104158054,104158280,104158699,"	D3DR86	uc010qqk.2
NFYA	chr6	6	+	1	41040960	41070146	41046828	41065149	9	"41040960,41046767,41051784,41057317,41057942,41059266,41060650,41062134,41065095,"	"41041330,41046903,41051931,41057449,41058048,41059433,41060824,41062236,41070146,"	P23511-2	uc003opq.3
NFYA	chr6	6	+	1	41046767	41070146	41046828	41065149	9	"41046767,41048552,41051784,41057317,41057942,41059266,41060650,41062134,41065095,"	"41046903,41048636,41051931,41057449,41058048,41059433,41060824,41062236,41070146,"	P23511	uc031soo.1
NFYA	chr6	6	+	1	41040706	41070146	41046828	41065149	10	"41040706,41046767,41048549,41051784,41057317,41057942,41059266,41060650,41062134,41065095,"	"41040823,41046903,41048636,41051931,41057449,41058048,41059433,41060824,41062236,41070146,"	P23511	uc003opo.3
NFYA	chr6	6	+	1	41040706	41070146	41046828	41065149	9	"41040706,41046767,41051784,41057317,41057942,41059266,41060650,41062134,41065095,"	"41040823,41046903,41051931,41057449,41058048,41059433,41060824,41062236,41070146,"	P23511-2	uc003opp.3
NFYB	chr12	12	-	0	104524909	104532040	104524909	104524909	3	"104524909,104529225,104531918,"	"104525616,104529310,104532040,"		uc009zum.1
NFYB	chr12	12	-	0	104510857	104532040	104513514	104529231	8	"104510857,104514177,104515017,104517003,104519891,104522201,104529225,104531918,"	"104513547,104514257,104515099,104517201,104520022,104522295,104529310,104532040,"	P25208	uc001tkl.1
NFYC	chr1	1	+	1	41204507	41237276	41204515	41236500	10	"41204507,41213205,41215244,41218822,41223792,41228559,41232267,41232589,41235027,41236068,"	"41204620,41213277,41215358,41218918,41223966,41228718,41232375,41232646,41235087,41237276,"	Q13952	uc001cge.3
NFYC	chr1	1	+	1	41175037	41237276	41204515	41236500	10	"41175037,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41235027,41236068,"	"41175288,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237276,"	Q13952-3	uc001cgb.3
NFYC	chr1	1	+	1	41157241	41232915	41204515	41232432	5	"41157241,41204507,41223792,41228559,41232267,"	"41157539,41204620,41223966,41228718,41232915,"	B4DVS8	uc010ojm.1
NFYC	chr1	1	+	1	41157241	41237275	41204515	41236500	10	"41157241,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41235027,41236383,"	"41157539,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237275,"	F8VWM3	uc001cfz.3
NFYC	chr1	1	+	1	41157241	41237275	41204515	41236500	11	"41157241,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41232589,41235027,41236380,"	"41157539,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41232646,41235087,41237275,"	Q13952-5	uc001cfx.4
NFYC	chr1	1	+	1	41157241	41237275	41204515	41236500	9	"41157241,41204507,41213205,41218822,41223792,41228559,41232267,41235027,41236380,"	"41157539,41204620,41213277,41218918,41223966,41228718,41232375,41235087,41237275,"	Q13952-4	uc010ojn.2
NFYC	chr1	1	+	1	41157679	41237275	41204515	41236500	15	"41157679,41161277,41178069,41187277,41188879,41189360,41204507,41213205,41215244,41218822,41223792,41228661,41232267,41235027,41236380,"	"41157872,41161417,41178141,41187376,41188946,41189464,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237275,"	Q13952-6	uc001cgc.3
NFYC	chr1	1	+	1	41157241	41237275	41204515	41236500	10	"41157241,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41235027,41236380,"	"41157539,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237275,"	Q13952-2	uc009vwd.3
NFYC	chr1	1	+	1	41157241	41237275	41204515	41236500	11	"41157241,41178358,41204507,41213205,41215244,41218822,41223792,41228559,41232267,41235027,41236380,"	"41157539,41178493,41204620,41213277,41215358,41218918,41223966,41228718,41232375,41235087,41237275,"	Q13952-2	uc001cfy.4
NHLH1	chr1	1	+	1	160340521	160340923	160340521	160340923	1	"160340521,"	"160340923,"	Q02575	uc021pbs.1
NHLH1	chr1	1	+	1	160336860	160342638	160340521	160340923	2	"160336860,160340346,"	"160337127,160342638,"	Q02575	uc001fwa.2
NHLH2	chr1	1	-	0	116380585	116380993	116380585	116380993	1	"116380585,"	"116380993,"	Q02577	uc021osf.1
NHLH2	chr1	1	-	0	116378998	116383333	116380585	116380993	2	"116378998,116382836,"	"116381001,116383333,"	Q02577	uc009wgz.3
NHLH2	chr1	1	-	0	116378998	116383747	116380585	116380993	3	"116378998,116382836,116383568,"	"116381001,116383165,116383747,"	Q02577	uc001efy.3
NKX2-2	chr20	20	-	0	21491659	21494664	21492560	21494307	2	"21491659,21494048,"	"21493123,21494664,"	O95096	uc002wsi.3
NKX2-3	chr10	10	+	1	101292689	101296280	101292888	101295478	2	"101292689,101294741,"	"101293246,101296280,"	Q8TAU0	uc009xwj.3
NKX2-5	chr5	5	-	0	172659106	172662315	172660499	172662086	2	"172659106,172661752,"	"172660504,172662315,"	E9PBU6	uc010jjt.2
NKX2-5	chr5	5	-	0	172659106	172662315	172660345	172662086	2	"172659106,172661752,"	"172660467,172662315,"	P52952-2	uc011dfe.2
NKX2-5	chr5	5	-	0	172659106	172662315	172659571	172662086	2	"172659106,172661752,"	"172660212,172662315,"	P52952	uc003mcm.2
NKX2-8	chr14	14	-	0	37049215	37051786	37050106	37051594	2	"37049215,37051437,"	"37050669,37051786,"	O15522	uc001wtx.3
NKX3-1	chr8	8	-	0	23536205	23540402	23538733	23540402	3	"23536205,23540116,23540369,"	"23539152,23540144,23540402,"	Q99801-3	uc031tao.1
NKX3-1	chr8	8	-	0	23536205	23540450	23538733	23540402	2	"23536205,23540116,"	"23539152,23540450,"	Q99801	uc011kzx.2
NKX3-1	chr8	8	-	0	23536205	23540434	23536205	23536205	2	"23536205,23540416,"	"23538655,23540434,"		uc003xdv.2
NKX3-2	chr4	4	-	0	13542453	13546114	13543616	13546038	2	"13542453,13545572,"	"13544152,13546114,"	P78367	uc003gmx.2
NKX6-1	chr4	4	-	0	85414435	85419387	85414441	85419381	3	"85414435,85416824,85418711,"	"85414702,85416997,85419387,"	P78426	uc003hpa.1
NKX6-2	chr10	10	-	0	134598319	134599537	134598419	134599452	3	"134598319,134598783,134599046,"	"134598674,134598956,134599537,"	NP_796374	uc001llr.2
NKX6-3	chr8	8	-	0	41503828	41643385	41503967	41504874	3	"41503828,41504712,41643363,"	"41504213,41504875,41643385,"	A6NJ46-2	uc010lxa.1
NKX6-3	chr8	8	-	0	41503828	41504875	41503967	41504874	2	"41503828,41504712,"	"41504213,41504875,"	A6NJ46-2	uc003xoa.2
NOTO	chr2	2	+	1	73429385	73438340	73429794	73438057	3	"73429385,73435527,73437898,"	"73430176,73435742,73438340,"	A8MTQ0	uc010yrd.2
NR1D1	chr17	17	-	0	38249036	38256978	38249036	38249036	9	"38249036,38250164,38251187,38251696,38252255,38252695,38252943,38253317,38256316,"	"38249535,38250375,38251373,38252140,38252340,38252840,38253032,38253656,38256978,"		uc010cwq.3
NR1D1	chr17	17	-	0	38250164	38253032	38251236	38253021	4	"38250164,38251187,38252695,38252943,"	"38250375,38251373,38252840,38253032,"		uc010cwr.2
NR1D1	chr17	17	-	0	38249036	38256978	38249335	38256347	8	"38249036,38250164,38251187,38251696,38252695,38252943,38253317,38256316,"	"38249535,38250375,38251373,38252340,38252840,38253032,38253656,38256978,"	P20393	uc002htz.3
NR1D2	chr3	3	+	1	23986750	24022109	23986750	23986750	9	"23986750,23996027,23997527,24001161,24003467,24004714,24006467,24009303,24018713,"	"23987085,23996294,23997616,24001306,24004096,24004821,24006653,24009514,24022109,"		uc010hfd.2
NR1D2	chr3	3	+	1	23987611	24022109	23996236	24018910	8	"23987611,23996027,23997527,24001161,24003467,24006467,24009303,24018713,"	"23987744,23996294,23997616,24001306,24004096,24006653,24009514,24022109,"	B4DXD3	uc011awk.1
NR1D2	chr3	3	+	1	23986750	24022109	23987069	24018910	8	"23986750,23996027,23997527,24001161,24003467,24006467,24009303,24018713,"	"23987085,23996294,23997616,24001306,24004096,24006653,24009514,24022109,"	F1D8P2	uc003ccs.2
NR1H2	chr19	19	+	1	50832948	50886285	50832948	50832948	14	"50832948,50841258,50855747,50876127,50879491,50879975,50880843,50880989,50881405,50881778,50882390,50883036,50885222,50885712,"	"50833052,50841333,50855863,50876242,50879833,50880083,50880905,50881127,50881569,50882053,50882438,50883136,50885431,50886285,"		uc002prv.5
NR1H2	chr19	19	+	1	50879491	50886285	50880862	50885859	9	"50879491,50879975,50880843,50880989,50881778,50882258,50883036,50885222,50885712,"	"50879833,50880083,50880905,50881127,50882053,50882438,50883136,50885431,50886285,"	NP_001243576	uc002psa.5
NR1H2	chr19	19	+	1	50879491	50886285	50880862	50885859	10	"50879491,50879975,50880843,50880989,50881405,50881778,50882258,50883036,50885222,50885712,"	"50879833,50880083,50880905,50881127,50881696,50882053,50882438,50883136,50885431,50886285,"	F1D8P7	uc010enw.4
NR1H4	chr12	12	+	1	100867550	100957645	100867550	100867550	11	"100867550,100886280,100887047,100904555,100926235,100928667,100930284,100930725,100934449,100955662,100957028,"	"100867837,100886415,100887180,100904921,100926376,100928801,100930388,100930825,100934596,100955776,100957645,"		uc010svj.2
NR1H4	chr12	12	+	1	100867550	100957645	100887101	100957267	12	"100867550,100884593,100886280,100887047,100904555,100926235,100928667,100930289,100930725,100934449,100955662,100957028,"	"100867837,100884760,100886415,100887180,100904921,100926388,100928801,100930388,100930825,100934596,100955776,100957645,"	F1DAL1	uc001thq.2
NR1H4	chr12	12	+	1	100867550	100957645	100887101	100957267	10	"100867550,100886280,100887047,100904555,100928667,100930289,100930725,100934449,100955662,100957028,"	"100867837,100886415,100887180,100904921,100928801,100930388,100930825,100934596,100955776,100957645,"	F8VYG8	uc010svk.2
NR1H4	chr12	12	+	1	100867550	100957645	100887101	100957267	11	"100867550,100886280,100887047,100904555,100926235,100928667,100930289,100930725,100934449,100955662,100957028,"	"100867837,100886415,100887180,100904921,100926388,100928801,100930388,100930825,100934596,100955776,100957645,"	F1DAL1	uc001thr.2
NR1H4	chr12	12	+	1	100897137	100957645	100897165	100957267	9	"100897137,100904555,100926235,100928667,100930289,100930725,100934449,100955662,100957028,"	"100897274,100904921,100926376,100928801,100930388,100930825,100934596,100955776,100957645,"	Q96RI1-4	uc001ths.2
NR1H4	chr12	12	+	1	100897137	100957645	100897165	100957267	9	"100897137,100904555,100926235,100928667,100930289,100930725,100934449,100955662,100957028,"	"100897274,100904921,100926388,100928801,100930388,100930825,100934596,100955776,100957645,"	Q96RI1	uc001tht.2
NR1H4	chr12	12	+	1	100867550	100957645	100887101	100957267	11	"100867550,100886280,100887047,100904555,100926235,100928667,100930289,100930725,100934449,100955662,100957028,"	"100867837,100886415,100887180,100904921,100926376,100928801,100930388,100930825,100934596,100955776,100957645,"	B6ZGS9	uc001thp.2
NR1I2	chr3	3	+	1	119529922	119537332	119530390	119536059	6	"119529922,119531532,119533825,119534169,119534572,119535914,"	"119530573,119531807,119533968,119534286,119534678,119537332,"	O75469	uc003edl.3
NR1I2	chr3	3	+	1	119499330	119537332	119526097	119536059	9	"119499330,119526075,119528907,119530385,119531532,119533825,119534169,119534572,119535914,"	"119501147,119526294,119529041,119530573,119531807,119533968,119534286,119534678,119537332,"	O75469	uc003edj.3
NR1I2	chr3	3	+	1	119501556	119537332	119501604	119536059	9	"119501556,119526075,119528907,119530385,119531532,119533825,119534169,119534572,119535914,"	"119501699,119526294,119529041,119530573,119531807,119533968,119534286,119534678,119537332,"	F1D8P9	uc003edk.3
NR1I2	chr3	3	+	1	119499330	119537332	119526097	119536059	9	"119499330,119526075,119528907,119530385,119531643,119533825,119534169,119534572,119535914,"	"119501147,119526294,119529041,119530573,119531807,119533968,119534286,119534678,119537332,"	O75469-4	uc003edi.3
NR1I3	chr1	1	-	0	161200134	161208000	161200538	161207850	7	"161200134,161200906,161201118,161202596,161202958,161205636,161207830,"	"161200708,161201023,161201264,161202736,161203128,161205767,161208000,"	E9PCF2	uc010pkm.2
NR1I3	chr1	1	-	0	161200720	161208000	161201095	161206355	6	"161200720,161202596,161202958,161205636,161206248,161207830,"	"161201264,161202736,161203128,161205767,161206388,161208000,"	B7Z8R7	uc010pkn.1
NR1I3	chr1	1	-	0	161199455	161208000	161199586	161205649	9	"161199455,161200602,161200906,161201118,161202596,161202958,161205636,161206319,161207830,"	"161199716,161200708,161201023,161201264,161202736,161203128,161205767,161206388,161208000,"	D6REZ7	uc001fzm.3
NR1I3	chr1	1	-	0	161199455	161208000	161199586	161202643	7	"161199455,161200602,161200906,161201118,161202596,161205636,161207830,"	"161199716,161200708,161201023,161201264,161202736,161205767,161208000,"	D6REZ7	uc001fzo.3
NR1I3	chr1	1	-	0	161199455	161208000	161199586	161202643	6	"161199455,161200602,161201118,161202596,161205636,161207830,"	"161199716,161200708,161201264,161202736,161205767,161208000,"	Q14994-4	uc001fzt.3
